Orthogroup	HART001	HART027	HART058	HART060	HART061	HART062	HART063	HART067	HART068	N1523	N9750	Total
OG0012535	1	1	1	1	1	1	1	1	1	1	1	11
OG0012536	1	1	1	1	1	1	1	1	1	1	1	11
OG0012537	1	1	1	1	1	1	1	1	1	1	1	11
OG0012538	1	1	1	1	1	1	1	1	1	1	1	11
OG0012539	1	1	1	1	1	1	1	1	1	1	1	11
OG0012540	1	1	1	1	1	1	1	1	1	1	1	11
OG0012541	1	1	1	1	1	1	1	1	1	1	1	11
OG0012542	1	1	1	1	1	1	1	1	1	1	1	11
OG0012543	1	1	1	1	1	1	1	1	1	1	1	11
OG0012544	1	1	1	1	1	1	1	1	1	1	1	11
OG0012545	1	1	1	1	1	1	1	1	1	1	1	11
OG0012546	1	1	1	1	1	1	1	1	1	1	1	11
OG0012547	1	1	1	1	1	1	1	1	1	1	1	11
OG0012548	1	1	1	1	1	1	1	1	1	1	1	11
OG0012549	1	1	1	1	1	1	1	1	1	1	1	11
OG0012550	1	1	1	1	1	1	1	1	1	1	1	11
OG0012551	1	1	1	1	1	1	1	1	1	1	1	11
OG0012552	1	1	1	1	1	1	1	1	1	1	1	11
OG0012553	1	1	1	1	1	1	1	1	1	1	1	11
OG0012554	1	1	1	1	1	1	1	1	1	1	1	11
OG0012555	1	1	1	1	1	1	1	1	1	1	1	11
OG0012556	1	1	1	1	1	1	1	1	1	1	1	11
OG0012557	1	1	1	1	1	1	1	1	1	1	1	11
OG0012558	1	1	1	1	1	1	1	1	1	1	1	11
OG0012559	1	1	1	1	1	1	1	1	1	1	1	11
OG0012560	1	1	1	1	1	1	1	1	1	1	1	11
OG0012561	1	1	1	1	1	1	1	1	1	1	1	11
OG0012562	1	1	1	1	1	1	1	1	1	1	1	11
OG0012563	1	1	1	1	1	1	1	1	1	1	1	11
OG0012564	1	1	1	1	1	1	1	1	1	1	1	11
OG0012565	1	1	1	1	1	1	1	1	1	1	1	11
OG0012566	1	1	1	1	1	1	1	1	1	1	1	11
OG0012567	1	1	1	1	1	1	1	1	1	1	1	11
OG0012568	1	1	1	1	1	1	1	1	1	1	1	11
OG0012569	1	1	1	1	1	1	1	1	1	1	1	11
OG0012570	1	1	1	1	1	1	1	1	1	1	1	11
OG0012571	1	1	1	1	1	1	1	1	1	1	1	11
OG0012572	1	1	1	1	1	1	1	1	1	1	1	11
OG0012573	1	1	1	1	1	1	1	1	1	1	1	11
OG0012574	1	1	1	1	1	1	1	1	1	1	1	11
OG0012575	1	1	1	1	1	1	1	1	1	1	1	11
OG0012576	1	1	1	1	1	1	1	1	1	1	1	11
OG0012577	1	1	1	1	1	1	1	1	1	1	1	11
OG0012578	1	1	1	1	1	1	1	1	1	1	1	11
OG0012579	1	1	1	1	1	1	1	1	1	1	1	11
OG0012580	1	1	1	1	1	1	1	1	1	1	1	11
OG0012581	1	1	1	1	1	1	1	1	1	1	1	11
OG0012582	1	1	1	1	1	1	1	1	1	1	1	11
OG0012583	1	1	1	1	1	1	1	1	1	1	1	11
OG0012584	1	1	1	1	1	1	1	1	1	1	1	11
OG0012585	1	1	1	1	1	1	1	1	1	1	1	11
OG0012586	1	1	1	1	1	1	1	1	1	1	1	11
OG0012587	1	1	1	1	1	1	1	1	1	1	1	11
OG0012588	1	1	1	1	1	1	1	1	1	1	1	11
OG0012589	1	1	1	1	1	1	1	1	1	1	1	11
OG0012590	1	1	1	1	1	1	1	1	1	1	1	11
OG0012591	1	1	1	1	1	1	1	1	1	1	1	11
OG0012592	1	1	1	1	1	1	1	1	1	1	1	11
OG0012593	1	1	1	1	1	1	1	1	1	1	1	11
OG0012594	1	1	1	1	1	1	1	1	1	1	1	11
OG0012595	1	1	1	1	1	1	1	1	1	1	1	11
OG0012596	1	1	1	1	1	1	1	1	1	1	1	11
OG0012597	1	1	1	1	1	1	1	1	1	1	1	11
OG0012598	1	1	1	1	1	1	1	1	1	1	1	11
OG0012599	1	1	1	1	1	1	1	1	1	1	1	11
OG0012600	1	1	1	1	1	1	1	1	1	1	1	11
OG0012601	1	1	1	1	1	1	1	1	1	1	1	11
OG0012602	3	0	0	1	0	0	3	2	1	0	1	11
OG0012603	1	1	1	1	1	1	1	1	1	1	1	11
OG0012604	1	1	1	1	1	1	1	1	1	1	1	11
OG0012605	1	1	1	1	1	1	1	1	1	1	1	11
OG0012606	1	1	1	1	1	1	1	1	1	1	1	11
OG0012607	1	1	1	1	1	1	1	1	1	1	1	11
OG0012608	1	1	1	1	1	1	1	1	1	1	1	11
OG0012609	1	1	1	1	1	1	1	1	1	1	1	11
OG0012610	1	1	1	1	1	1	1	1	1	1	1	11
OG0012611	1	1	1	1	1	1	1	1	1	1	1	11
OG0012612	1	1	1	1	1	1	1	1	1	1	1	11
OG0012613	1	1	1	1	1	1	1	1	1	2	0	11
OG0012614	1	1	1	1	1	1	1	1	1	1	1	11
OG0012615	1	1	1	1	1	1	1	1	1	1	1	11
OG0012616	1	1	1	1	1	1	1	1	1	1	1	11
OG0012617	1	1	1	1	1	1	1	1	1	1	1	11
OG0012618	1	1	1	1	1	1	1	1	1	1	1	11
OG0012619	1	1	1	1	1	1	1	1	1	1	1	11
OG0012620	1	1	1	1	1	1	1	1	1	1	1	11
OG0012621	1	1	1	1	1	1	1	1	1	1	1	11
OG0012622	1	1	1	1	1	1	1	1	1	1	1	11
OG0012623	1	1	1	1	1	1	1	1	1	1	1	11
OG0012624	1	1	1	1	1	1	1	1	1	1	1	11
OG0012625	1	1	1	1	1	1	1	1	1	1	1	11
OG0012626	1	1	0	0	1	1	1	0	1	4	1	11
OG0012627	1	1	1	1	1	1	1	1	1	1	1	11
OG0012628	1	1	1	1	1	1	1	1	1	1	1	11
OG0012629	1	1	1	1	1	1	1	1	1	1	1	11
OG0012630	1	1	1	1	1	1	1	1	1	1	1	11
OG0012631	1	1	1	1	1	1	1	1	1	1	1	11
OG0012632	1	1	1	1	1	1	1	1	1	1	1	11
OG0012633	1	1	1	1	1	1	1	1	1	1	1	11
OG0012634	1	1	1	1	1	1	1	1	1	1	1	11
OG0012635	1	1	1	1	1	1	1	1	1	1	1	11
OG0012636	1	1	1	1	1	1	1	1	1	1	1	11
OG0012637	1	1	1	1	1	1	1	1	1	1	1	11
OG0012638	1	1	1	1	1	1	1	1	1	1	1	11
OG0012639	1	1	1	1	1	1	1	1	1	1	1	11
OG0012640	1	1	1	1	1	1	1	1	1	1	1	11
OG0012641	1	1	1	1	1	1	1	1	1	1	1	11
OG0012642	1	1	1	1	1	1	1	1	1	1	1	11
OG0012643	1	1	1	1	1	1	1	1	1	1	1	11
OG0012644	1	1	1	1	1	1	1	1	1	1	1	11
OG0012645	1	1	1	1	1	1	1	1	1	1	1	11
OG0012646	1	1	1	1	1	1	1	1	1	1	1	11
OG0012647	1	1	1	1	1	1	1	1	1	1	1	11
OG0012648	1	1	1	1	1	1	1	1	1	1	1	11
OG0012649	1	1	1	1	1	1	1	1	1	1	1	11
OG0012650	1	1	1	1	1	1	1	1	1	1	1	11
OG0012651	1	1	1	1	1	1	1	1	1	1	1	11
OG0012652	1	1	1	1	1	1	1	1	1	1	1	11
OG0012653	1	1	1	1	1	1	1	1	1	1	1	11
OG0012654	1	1	1	1	1	1	1	1	1	1	1	11
OG0012655	1	1	1	1	1	1	1	1	1	1	1	11
OG0012656	1	1	1	1	1	1	1	1	1	1	1	11
OG0012657	1	1	1	1	1	1	1	1	1	1	1	11
OG0012658	1	1	1	1	1	1	1	1	1	1	1	11
OG0012659	1	1	1	1	1	1	1	1	1	1	1	11
OG0012660	1	1	1	1	1	1	1	1	1	1	1	11
OG0012661	1	1	1	1	1	1	1	1	1	1	1	11
OG0012662	1	1	1	1	1	1	1	1	1	1	1	11
OG0012663	1	1	1	1	1	1	1	1	1	1	1	11
OG0012664	1	1	1	1	1	1	1	1	1	1	1	11
OG0012665	1	1	1	1	1	1	1	1	1	1	1	11
OG0012666	1	1	1	1	1	1	1	1	1	1	1	11
OG0012667	1	1	1	1	1	1	1	1	1	1	1	11
OG0012668	1	1	1	1	1	1	1	1	1	1	1	11
OG0012669	1	1	1	1	1	1	1	1	1	1	1	11
OG0012670	1	1	1	1	1	1	1	1	1	1	1	11
OG0012671	1	1	1	1	1	1	1	1	1	1	1	11
OG0012672	1	1	1	1	1	1	1	1	1	1	1	11
OG0012673	1	1	1	1	1	1	1	1	1	1	1	11
OG0012674	1	1	1	1	1	1	1	1	1	1	1	11
OG0012675	1	1	1	1	1	1	1	1	1	1	1	11
OG0012676	1	1	1	1	1	1	1	1	1	1	1	11
OG0012677	1	1	1	1	1	1	1	1	1	1	1	11
OG0012678	1	1	1	1	1	1	1	1	1	1	1	11
OG0012679	1	1	1	1	1	1	1	1	1	1	1	11
OG0012680	1	1	1	1	1	1	1	1	1	1	1	11
OG0012681	1	1	1	1	1	1	1	1	1	1	1	11
OG0012682	1	1	1	1	1	1	1	1	1	1	1	11
OG0012683	1	1	1	1	1	1	1	1	1	1	1	11
OG0012684	1	1	1	1	1	1	1	1	1	1	1	11
OG0012685	1	1	1	1	1	1	1	1	1	1	1	11
OG0012686	1	1	1	1	1	1	1	1	1	1	1	11
OG0012687	1	1	1	1	1	1	1	1	1	1	1	11
OG0012688	1	1	1	1	1	1	1	1	1	1	1	11
OG0012689	1	1	1	1	1	1	1	1	1	1	1	11
OG0012690	1	1	1	1	1	1	1	1	1	1	1	11
OG0012691	2	2	1	0	0	1	2	1	1	0	1	11
OG0012692	1	1	1	1	1	1	1	1	1	1	1	11
OG0012693	1	1	1	1	1	1	1	1	1	1	1	11
OG0012694	1	1	1	1	1	1	1	1	1	1	1	11
OG0012695	1	1	1	1	1	1	1	1	1	1	1	11
OG0012696	1	1	1	1	1	1	1	1	1	1	1	11
OG0012697	1	1	1	1	1	1	1	1	1	1	1	11
OG0012698	1	1	1	1	1	1	1	1	1	1	1	11
OG0012699	1	1	1	1	1	1	1	1	1	1	1	11
OG0012700	1	1	1	1	1	1	1	1	1	1	1	11
OG0012701	1	1	1	1	1	1	1	1	1	1	1	11
OG0012702	1	1	1	1	1	1	1	1	1	1	1	11
OG0012703	1	1	1	1	1	1	1	1	1	1	1	11
OG0012704	1	1	1	1	1	1	1	1	1	1	1	11
OG0012705	1	1	1	1	1	1	1	1	1	1	1	11
OG0012706	1	1	1	1	1	1	1	1	1	1	1	11
OG0012707	1	1	1	1	1	1	1	1	1	1	1	11
OG0012708	1	1	1	1	1	1	1	1	1	1	1	11
OG0012709	1	1	1	1	1	1	1	1	1	1	1	11
OG0012710	1	1	1	1	1	1	1	1	1	1	1	11
OG0012711	1	1	1	1	1	1	1	1	1	1	1	11
OG0012712	1	1	1	1	1	1	1	1	1	1	1	11
OG0012713	1	1	1	1	1	1	1	1	1	1	1	11
OG0012714	1	1	1	1	1	1	1	1	1	1	1	11
OG0012715	1	1	1	1	1	1	1	1	1	1	1	11
OG0012716	1	1	1	1	1	1	1	1	1	1	1	11
OG0012717	1	1	1	1	1	1	1	1	1	1	1	11
OG0012718	1	1	1	1	1	1	1	1	1	1	1	11
OG0012719	1	1	1	1	1	1	1	1	1	1	1	11
OG0012720	1	1	1	1	1	1	1	1	1	1	1	11
OG0012721	1	1	1	1	1	1	1	1	1	1	1	11
OG0012722	1	1	1	1	1	1	1	1	1	1	1	11
OG0012723	1	1	1	1	1	1	1	1	1	1	1	11
OG0012724	1	1	1	1	1	1	1	1	1	1	1	11
OG0012725	1	1	1	1	1	1	1	1	1	1	1	11
OG0012726	1	1	1	1	1	1	1	1	1	1	1	11
OG0012727	1	1	1	1	1	1	1	1	1	1	1	11
OG0012728	1	1	1	1	1	1	1	1	1	1	1	11
OG0012729	1	1	1	1	1	1	1	1	1	1	1	11
OG0012730	1	1	1	1	1	1	1	1	1	1	1	11
OG0012731	1	1	1	1	1	1	1	1	1	1	1	11
OG0012732	1	1	1	1	1	1	1	1	1	1	1	11
OG0012733	1	1	1	1	1	1	1	1	1	1	1	11
OG0012734	1	1	1	1	1	1	1	1	1	1	1	11
OG0012735	1	1	1	1	1	1	1	1	1	1	1	11
OG0012736	1	1	1	1	1	1	1	1	1	1	1	11
OG0012737	1	1	1	1	1	1	1	1	1	1	1	11
OG0012738	1	1	1	1	1	1	1	1	1	1	1	11
OG0012739	1	1	1	1	1	1	1	1	1	1	1	11
OG0012740	1	1	1	1	1	1	1	1	1	1	1	11
OG0012741	1	1	1	1	1	1	1	1	1	1	1	11
OG0012742	1	1	1	1	1	1	1	1	1	1	1	11
OG0012743	1	1	1	1	1	1	1	1	1	1	1	11
OG0012744	1	1	1	1	1	1	1	1	1	1	1	11
OG0012745	1	1	1	1	1	1	1	1	1	1	1	11
OG0012746	1	1	1	1	1	1	1	1	1	1	1	11
OG0012747	1	1	1	1	1	1	1	1	1	1	1	11
OG0012748	1	1	1	1	1	1	1	1	1	1	1	11
OG0012749	1	1	1	1	1	1	1	1	1	1	1	11
OG0012750	1	1	1	1	1	1	1	1	1	1	1	11
OG0012751	1	1	1	1	1	1	1	1	1	1	1	11
OG0012752	1	1	1	1	1	1	1	1	1	1	1	11
OG0012753	1	1	1	1	1	1	1	1	1	1	1	11
OG0012754	1	1	1	1	1	1	1	1	1	1	1	11
OG0012755	1	1	1	1	1	1	1	1	1	1	1	11
OG0012756	1	1	1	1	1	1	1	1	1	1	1	11
OG0012757	1	1	1	1	1	1	1	1	1	1	1	11
OG0012758	1	1	1	1	1	1	1	1	1	1	1	11
OG0012759	1	1	1	1	1	1	1	1	1	1	1	11
OG0012760	1	1	1	1	1	1	1	1	1	1	1	11
OG0012761	1	1	1	1	1	1	1	1	1	1	1	11
OG0012762	1	1	1	1	1	1	1	1	1	1	1	11
OG0012763	1	1	1	1	1	1	1	1	1	1	1	11
OG0012764	1	1	1	1	1	1	1	1	1	1	1	11
OG0012765	1	1	1	1	1	1	1	1	1	1	1	11
OG0012766	1	1	1	1	1	1	1	1	1	1	1	11
OG0012767	1	1	1	1	1	1	1	1	1	1	1	11
OG0012768	1	1	1	1	1	1	1	1	1	1	1	11
OG0012769	1	1	1	1	1	1	1	1	1	1	1	11
OG0012770	1	1	1	1	1	1	1	1	1	1	1	11
OG0012771	1	1	1	2	1	1	1	1	1	0	1	11
OG0012772	1	1	1	1	1	1	1	1	1	1	1	11
OG0012773	1	1	1	1	1	1	1	1	1	1	1	11
OG0012774	1	1	1	1	1	1	1	1	1	1	1	11
OG0012775	1	1	1	1	1	1	1	1	1	1	1	11
OG0012776	1	1	1	1	1	1	1	1	1	1	1	11
OG0012777	1	1	1	1	1	1	1	1	1	1	1	11
OG0012778	1	1	1	1	1	1	1	1	1	1	1	11
OG0012779	1	1	1	1	1	1	1	1	1	1	1	11
OG0012780	1	1	1	1	1	1	1	1	1	1	1	11
OG0012781	1	1	1	1	1	1	1	1	1	1	1	11
OG0012782	1	1	1	1	1	1	1	1	1	1	1	11
OG0012783	1	1	1	1	1	1	1	1	1	1	1	11
OG0012784	1	1	1	1	1	1	1	1	1	1	1	11
OG0012785	1	1	1	1	1	1	1	1	1	1	1	11
OG0012786	1	1	1	1	1	1	1	1	1	1	1	11
OG0012787	1	1	1	1	1	1	1	1	1	1	1	11
OG0012788	1	1	1	1	1	1	1	1	1	1	1	11
OG0012789	1	1	1	1	1	1	1	1	1	1	1	11
OG0012790	1	1	1	1	1	1	1	1	1	1	1	11
OG0012791	1	1	1	1	1	1	1	1	1	1	1	11
OG0012792	1	1	1	1	1	1	1	1	1	1	1	11
OG0012793	1	1	1	1	1	1	1	1	1	1	1	11
OG0012794	1	1	1	1	1	1	1	1	1	1	1	11
OG0012795	1	1	1	1	1	1	1	1	1	1	1	11
OG0012796	1	1	1	1	1	1	1	1	1	1	1	11
OG0012797	1	1	1	1	1	1	1	1	1	1	1	11
OG0012798	1	1	1	1	1	1	1	1	1	1	1	11
OG0012799	1	1	1	1	1	1	1	1	1	1	1	11
OG0012800	1	1	1	1	1	1	1	1	1	1	1	11
OG0012801	1	1	1	1	1	1	1	1	1	1	1	11
OG0012802	1	1	1	1	1	1	1	1	1	1	1	11
OG0012803	1	1	1	1	1	1	1	1	1	1	1	11
OG0012804	1	1	1	1	1	1	1	1	1	1	1	11
OG0012805	1	1	1	1	1	1	1	1	1	1	1	11
OG0012806	1	1	1	1	1	1	1	1	1	1	1	11
OG0012807	1	1	1	1	1	1	1	1	1	1	1	11
OG0012808	1	1	1	1	1	1	1	1	1	1	1	11
OG0012809	1	1	1	1	1	1	1	1	1	1	1	11
OG0012810	1	1	1	1	1	1	1	1	1	1	1	11
OG0012811	1	1	1	1	1	1	1	1	1	1	1	11
OG0012812	1	1	1	1	1	1	1	1	1	1	1	11
OG0012813	1	1	1	1	1	1	1	1	1	1	1	11
OG0012814	1	1	1	1	1	1	1	1	1	1	1	11
OG0012815	1	1	1	1	1	1	1	1	1	1	1	11
OG0012816	1	1	1	1	1	1	1	1	1	1	1	11
OG0012817	1	1	1	1	1	1	1	1	1	1	1	11
OG0012818	1	1	1	1	1	1	1	1	1	1	1	11
OG0012819	1	1	1	1	1	1	1	1	1	1	1	11
OG0012820	2	0	1	0	1	1	2	2	1	1	0	11
OG0012821	1	1	1	1	1	1	1	1	1	1	1	11
OG0012822	1	1	1	1	1	1	1	1	1	1	1	11
OG0012823	1	1	1	1	1	1	1	1	1	1	1	11
OG0012824	1	1	1	1	1	1	1	1	1	1	1	11
OG0012825	1	1	1	1	1	1	1	1	1	1	1	11
OG0012826	1	1	1	1	1	1	1	1	1	1	1	11
OG0012827	1	1	1	1	1	1	1	1	1	1	1	11
OG0012828	1	1	1	1	1	1	1	1	1	1	1	11
OG0012829	1	1	1	1	1	1	1	1	1	1	1	11
OG0012830	1	1	1	1	1	1	1	1	1	1	1	11
OG0012831	1	1	1	1	1	1	1	1	1	1	1	11
OG0012832	1	1	1	1	1	1	1	1	1	1	1	11
OG0012833	1	1	1	1	1	1	1	1	1	1	1	11
OG0012834	1	1	1	1	1	1	1	1	1	1	1	11
OG0012835	1	1	1	1	1	1	1	1	1	1	1	11
OG0012836	1	1	1	1	1	1	1	1	1	1	1	11
OG0012837	1	1	1	1	1	1	1	1	1	1	1	11
OG0012838	1	1	1	1	1	1	1	1	1	1	1	11
OG0012839	1	1	1	1	1	1	1	1	1	1	1	11
OG0012840	1	1	1	1	1	1	1	1	1	1	1	11
OG0012841	1	1	1	1	1	1	1	1	1	1	1	11
OG0012842	1	1	1	1	1	1	1	1	1	1	1	11
OG0012843	1	1	1	1	1	1	1	1	1	1	1	11
OG0012844	1	1	1	1	1	1	1	1	1	1	1	11
OG0012845	1	1	1	1	1	1	1	1	1	1	1	11
OG0012846	1	1	1	1	1	1	1	1	1	1	1	11
OG0012847	1	1	1	1	1	1	1	1	1	1	1	11
OG0012848	1	1	1	1	1	1	1	1	1	1	1	11
OG0012849	1	1	1	1	1	1	1	1	1	1	1	11
OG0012850	1	1	1	1	1	1	1	1	1	1	1	11
OG0012851	1	1	1	1	1	1	1	1	1	1	1	11
OG0012852	1	1	1	1	1	1	1	1	1	1	1	11
OG0012853	1	1	1	1	1	1	1	1	1	1	1	11
OG0012854	1	1	1	1	1	1	1	1	1	1	1	11
OG0012855	1	1	1	0	1	1	1	1	1	2	1	11
OG0012856	1	1	1	1	1	1	1	1	1	1	1	11
OG0012857	1	1	1	1	1	1	1	1	1	1	1	11
OG0012858	1	1	1	1	1	1	1	1	1	1	1	11
OG0012859	1	1	1	1	1	1	1	1	1	1	1	11
OG0012860	1	1	1	1	1	1	1	1	1	1	1	11
OG0012861	1	1	1	1	1	1	1	1	1	1	1	11
OG0012862	1	1	1	1	1	1	1	1	1	1	1	11
OG0012863	1	1	1	1	1	1	1	1	1	1	1	11
OG0012864	1	1	1	1	1	1	1	1	1	1	1	11
OG0012865	1	1	1	1	1	1	1	1	1	1	1	11
OG0012866	1	1	1	1	1	1	1	1	1	1	1	11
OG0012867	1	1	1	1	1	1	1	1	1	1	1	11
OG0012868	1	1	1	1	1	1	1	1	1	1	1	11
OG0012869	1	1	1	1	1	1	1	1	1	1	1	11
OG0012870	1	1	1	1	1	1	1	1	1	1	1	11
OG0012871	1	1	1	1	1	1	1	1	1	1	1	11
OG0012872	1	1	1	1	1	1	1	1	1	1	1	11
OG0012873	1	1	1	1	1	1	1	1	1	1	1	11
OG0012874	1	0	1	0	1	2	1	1	0	4	0	11
OG0012875	1	1	1	1	1	1	1	1	1	1	1	11
OG0012876	1	1	1	1	1	1	1	1	1	1	1	11
OG0012877	1	1	1	1	1	1	1	1	1	1	1	11
OG0012878	1	1	1	1	1	1	1	1	1	1	1	11
OG0012879	1	1	1	1	1	1	1	1	1	1	1	11
OG0012880	1	1	1	1	1	1	1	1	1	1	1	11
OG0012881	1	1	1	1	1	1	1	1	1	1	1	11
OG0012882	1	1	1	1	1	1	1	1	1	1	1	11
OG0012883	1	1	1	1	1	1	1	1	1	1	1	11
OG0012884	1	1	1	1	1	1	1	1	1	1	1	11
OG0012885	1	1	1	1	1	1	1	1	1	1	1	11
OG0012886	1	1	1	1	1	1	1	1	1	1	1	11
OG0012887	1	1	1	1	1	1	1	1	1	1	1	11
OG0012888	1	0	1	1	1	1	2	1	1	1	1	11
OG0012889	1	1	1	1	1	1	1	1	1	1	1	11
OG0012890	1	1	1	1	1	1	1	1	1	1	1	11
OG0012891	2	0	1	1	1	1	2	2	1	0	0	11
OG0012892	1	1	1	1	1	1	1	1	1	1	1	11
OG0012893	1	1	1	1	1	1	1	1	1	1	1	11
OG0012894	1	1	1	1	1	1	1	1	1	1	1	11
OG0012895	1	1	1	1	1	1	1	1	1	1	1	11
OG0012896	1	1	1	1	1	1	1	1	1	1	1	11
OG0012897	1	1	1	1	1	1	1	1	1	1	1	11
OG0012898	1	1	1	1	1	1	1	1	1	1	1	11
OG0012899	1	1	1	1	1	1	1	1	1	1	1	11
OG0012900	1	1	1	1	1	1	1	1	1	1	1	11
OG0012901	1	1	1	1	1	1	1	1	1	1	1	11
OG0012902	1	1	1	1	1	1	1	1	1	1	1	11
OG0012903	1	1	1	1	1	1	1	1	1	1	1	11
OG0012904	1	1	1	1	1	1	1	1	1	1	1	11
OG0012905	1	1	1	1	1	1	1	1	1	1	1	11
OG0012906	1	1	1	1	1	1	1	1	1	1	1	11
OG0012907	2	1	1	1	1	1	2	0	0	1	1	11
OG0012908	1	1	1	1	1	1	1	1	1	1	1	11
OG0012909	1	1	1	1	1	1	1	1	1	1	1	11
OG0012910	1	1	1	1	1	1	1	1	1	1	1	11
OG0012911	1	1	1	1	1	1	1	1	1	1	1	11
OG0012912	1	1	1	1	1	1	1	1	1	1	1	11
OG0012913	1	1	1	1	1	1	1	1	1	1	1	11
OG0012914	1	1	1	1	1	1	1	1	1	1	1	11
OG0012915	1	1	1	1	1	1	1	1	1	1	1	11
OG0012916	1	1	1	1	1	1	1	1	1	1	1	11
OG0012917	1	1	1	1	1	1	1	1	1	1	1	11
OG0012918	1	1	1	1	1	1	1	1	1	1	1	11
OG0012919	1	1	1	1	1	1	1	1	1	1	1	11
OG0012920	1	1	1	1	1	1	1	1	1	1	1	11
OG0012921	1	1	1	1	1	1	1	1	1	1	1	11
OG0012922	1	1	1	1	1	1	1	1	1	1	1	11
OG0012923	1	1	1	1	1	1	1	1	1	1	1	11
OG0012924	1	1	1	1	1	1	1	1	1	1	1	11
OG0012925	1	1	1	1	1	1	1	1	1	1	1	11
OG0012926	1	1	1	1	1	1	1	1	1	1	1	11
OG0012927	1	1	1	1	1	1	1	1	1	1	1	11
OG0012928	1	1	1	1	1	1	1	1	1	1	1	11
OG0012929	1	1	1	1	1	1	1	1	1	1	1	11
OG0012930	1	1	1	1	1	1	2	0	1	1	1	11
OG0012931	1	1	1	1	1	1	1	1	1	1	1	11
OG0012932	1	1	1	1	1	1	1	1	1	1	1	11
OG0012933	1	1	1	1	1	1	1	1	1	1	1	11
OG0012934	1	1	1	1	1	1	1	1	1	1	1	11
OG0012935	1	1	1	1	1	1	1	1	1	1	1	11
OG0012936	1	1	1	1	1	1	1	1	1	1	1	11
OG0012937	1	1	1	1	1	1	1	1	1	1	1	11
OG0012938	1	1	1	1	1	1	1	1	1	1	1	11
OG0012939	1	1	1	1	1	1	1	1	1	1	1	11
OG0012940	1	1	1	1	1	1	1	1	1	1	1	11
OG0012941	1	1	1	1	1	1	1	1	1	1	1	11
OG0012942	1	1	1	1	1	1	1	1	1	1	1	11
OG0012943	1	1	1	1	1	1	1	1	1	1	1	11
OG0012944	1	1	1	1	1	1	1	1	1	1	1	11
OG0012945	1	1	1	1	1	1	1	1	0	2	1	11
OG0012946	1	1	1	1	1	1	1	1	1	1	1	11
OG0012947	1	1	1	1	1	1	1	1	1	1	1	11
OG0012948	1	1	1	1	1	1	1	1	1	1	1	11
OG0012949	1	1	1	1	1	1	1	1	1	1	1	11
OG0012950	1	1	1	1	1	1	1	1	1	1	1	11
OG0012951	1	1	1	1	1	1	1	1	1	1	1	11
OG0012952	1	1	1	1	1	1	1	1	1	1	1	11
OG0012953	1	1	1	1	1	1	1	1	1	1	1	11
OG0012954	1	1	1	1	1	1	1	1	1	1	1	11
OG0012955	1	1	1	1	1	1	1	1	1	1	1	11
OG0012956	1	1	1	1	1	1	1	1	1	1	1	11
OG0012957	1	1	1	1	1	1	1	1	1	1	1	11
OG0012958	1	1	1	1	1	1	1	1	1	1	1	11
OG0012959	1	1	1	1	1	1	1	1	1	1	1	11
OG0012960	1	1	1	1	1	1	1	1	1	1	1	11
OG0012961	1	1	1	1	1	1	1	1	1	1	1	11
OG0012962	1	1	1	1	1	2	1	1	1	1	0	11
OG0012963	1	1	1	1	1	1	1	1	1	1	1	11
OG0012964	1	1	1	1	1	1	1	1	1	1	1	11
OG0012965	1	1	1	1	1	1	1	1	1	1	1	11
OG0012966	1	1	1	1	1	1	1	1	1	1	1	11
OG0012967	1	1	1	1	1	1	1	1	1	1	1	11
OG0012968	1	1	1	1	1	1	1	1	1	1	1	11
OG0012969	1	1	1	1	1	1	1	1	1	1	1	11
OG0012970	1	1	1	1	1	1	1	1	1	1	1	11
OG0012971	1	1	1	1	1	1	1	1	1	1	1	11
OG0012972	1	1	1	2	1	1	1	1	2	0	0	11
OG0012973	1	1	1	1	1	1	1	1	1	1	1	11
OG0012974	1	1	1	1	1	1	1	1	1	1	1	11
OG0012975	1	1	1	1	1	1	1	1	1	1	1	11
OG0012976	1	1	1	1	1	1	1	1	1	1	1	11
OG0012977	1	1	1	1	1	1	1	1	1	1	1	11
OG0012978	1	1	1	1	1	1	1	1	1	1	1	11
OG0012979	1	1	1	1	1	1	1	1	1	1	1	11
OG0012980	1	1	1	1	1	1	1	1	1	1	1	11
OG0012981	1	1	1	1	1	1	1	1	1	1	1	11
OG0012982	1	1	1	1	1	1	1	1	1	1	1	11
OG0012983	1	1	1	1	1	1	1	1	1	1	1	11
OG0012984	1	1	1	1	1	1	1	1	1	1	1	11
OG0012985	1	1	1	1	1	1	1	1	1	1	1	11
OG0012986	1	1	1	1	1	1	1	1	1	1	1	11
OG0012987	1	1	1	1	1	1	1	1	1	1	1	11
OG0012988	1	1	1	1	1	1	1	1	1	1	1	11
OG0012989	1	1	1	1	1	1	1	1	1	1	1	11
OG0012990	1	1	1	1	1	1	1	1	1	1	1	11
OG0012991	1	1	1	1	1	1	1	1	1	1	1	11
OG0012992	1	1	1	1	1	1	1	1	1	1	1	11
OG0012993	1	1	1	1	1	1	1	1	1	1	1	11
OG0012994	1	1	1	1	1	1	1	1	1	1	1	11
OG0012995	1	1	1	1	1	1	1	1	1	1	1	11
OG0012996	1	1	1	1	1	1	1	1	1	1	1	11
OG0012997	1	1	1	1	1	1	1	1	1	1	1	11
OG0012998	1	1	1	1	1	1	1	1	1	1	1	11
