Gene	subset	category	mean_log2_Arto_vs_Bato
Morus_012730-R1	B-unique	Neither	-2.3769756660897703
Morus_012731-R1	B-unique	Neither	3.8357146467002328
Morus_012743-R1	B-unique	Neither	0
Morus_012746-R1	A-unique	Neither	-1.2257679109098865
Morus_012749-R1	A-unique	Neither	1.985038653421813
Morus_012770-R1	B-unique	Bato-only	0.14374580225951444
Morus_012774-R1	A-unique	Bato-only	0.2051226368887663
Morus_012777-R1	Homeologs	Both	1.5330672473386344
Morus_012780-R1	Homeologs	Both	-2.486674198242362
Morus_012785-R1	B-unique	Bato-only	0.055530022057377004
Morus_012809-R1	A-unique	Neither	0.9154029201156986
Morus_012812-R2	B-unique	Both	-0.35965171762958786
Morus_012815-R1	Homeologs	Bato-only	-2.8439035711307947
Morus_012819-R1	Homeologs	Both	-0.0929549158530763
Morus_012820-R1	Homeologs	Both	7.010931319210787
Morus_012829-R1	Homeologs	Arto-only	-0.6174372863433808
Morus_012837-R1	A-unique	Neither	1.1697290111604972
Morus_012841-R1	Homeologs	Neither	-0.8636320812925267
Morus_012865-R1	A-unique	Bato-only	-0.537545357678564
Morus_012877-R1	Homeologs	Both	0.3978062321609144
Morus_012891-R1	Homeologs	Neither	1.3411829334670782
Morus_012892-R1	Homeologs	Neither	-1.6987553576392758
Morus_012895-R1	Homeologs	Bato-only	0.42663973288955004
Morus_012897-R1	Homeologs	Neither	-1.3733821295728488
Morus_012901-R1	Homeologs	Both	3.604165029974044
Morus_012905-R1	Homeologs	Both	-0.0978804161283311
Morus_012913-R1	B-unique	Bato-only	-2.448352655726435
Morus_012922-R1	Homeologs	Both	-0.193853298466355
Morus_012924-R1	Homeologs	Both	0.7840440118377732
Morus_012926-R1	A-unique	Neither	-0.523536814477596
Morus_012934-R1	Homeologs	Both	-0.8469911665784922
Morus_012937-R1	Homeologs	Neither	-1.6531110881326372
Morus_012948-R1	Homeologs	Neither	-1.4619477325021668
Morus_012959-R1	B-unique	Neither	0.12187834671362174
Morus_012974-R1	Homeologs	Bato-only	-0.013891031764270645
Morus_012987-R1	B-unique	Neither	-0.515917440671351
Morus_012995-R1	A-unique	Bato-only	-0.899984825247082
Morus_013014-R1	Homeologs	Bato-only	-0.31176196163140896
Morus_013059-R1	B-unique	Arto-only	0
Morus_013060-R1	Homeologs	Bato-only	-0.06277493994581086
Morus_013061-R1	A-unique	Neither	0
Morus_013063-R1	A-unique	Neither	0.055764917503665634
Morus_013069-R2	Homeologs	Neither	0.5496717176937315
Morus_013072-R1	Homeologs	Neither	3.2838216011818684
Morus_013086-R1	B-unique	Neither	0.6548666747308116
Morus_013095-R1	Homeologs	Bato-only	0.5513025236942293
Morus_013099-R1	Homeologs	Arto-only	0.6838771186743342
Morus_013105-R1	Homeologs	Both	-1.4769335342912926
Morus_013108-R1	B-unique	Bato-only	0.15846340211396456
Morus_013111-R1	Homeologs	Bato-only	0
Morus_013122-R1	Homeologs	Both	0.3314836414626907
Morus_013131-R1	Homeologs	Both	0.5764705331532409
Morus_013133-R2	Homeologs	Arto-only	-2.419305071471897
Morus_013137-R1	Homeologs	Both	-1.1975407141211933
Morus_013140-R1	Homeologs	Bato-only	-0.4236936081152015
Morus_013143-R1	A-unique	Neither	-4.4219952018531945
Morus_013151-R1	Homeologs	Both	1.1398974049061348
Morus_013159-R1	Homeologs	Both	0
Morus_013168-R2	Homeologs	Arto-only	-0.4961912528033393
Morus_013184-R1	Homeologs	Neither	0
Morus_013195-R1	Homeologs	Bato-only	1.1259610662547088
Morus_013205-R1	Homeologs	Neither	0.12539187040865463
Morus_013228-R1	A-unique	Neither	-0.6289277320575785
Morus_013230-R1	A-unique	Neither	0.5049630704081624
Morus_013264-R1	Homeologs	Neither	-0.05523655473419753
Morus_013276-R1	Homeologs	Arto-only	0
Morus_013280-R1	Homeologs	Bato-only	-0.8109562298414249
Morus_013307-R1	Homeologs	Bato-only	-0.3366413576227465
Morus_013314-R1	Homeologs	Both	-0.896896960390752
Morus_013321-R1	A-unique	Both	-1.3149037113833963
Morus_013322-R1	A-unique	Neither	-0.9069279083405307
Morus_013324-R1	Homeologs	Bato-only	0.4731782038607619
Morus_013327-R1	Homeologs	Bato-only	-2.1374083699373263
Morus_013331-R1	Homeologs	Neither	-1.1117318184051745
Morus_013336-R1	Homeologs	Bato-only	-1.3762730231394977
Morus_013337-R1	Homeologs	Both	-2.800997384891261
Morus_013343-R1	Homeologs	Neither	0.7593953427787876
Morus_013346-R1	B-unique	Neither	-2.294161712374935
Morus_013349-R1	A-unique	Arto-only	-0.6035836390829105
Morus_013350-R1	Homeologs	Neither	-0.5187566036318102
Morus_013354-R1	Homeologs	Neither	1.6386824986949868
Morus_013361-R1	A-unique	Arto-only	-0.270883647257003
Morus_013367-R1	Homeologs	Neither	-0.02306450300892876
Morus_013373-R1	B-unique	Neither	-3.9791098897823276
Morus_013378-R1	B-unique	Neither	0.2548617363750812
Morus_013391-R1	Homeologs	Neither	0
Morus_013406-R1	Homeologs	Bato-only	-0.7464582274158224
Morus_013422-R1	Homeologs	Neither	-0.012143207167086473
Morus_013431-R1	Homeologs	Both	-0.30522848762383625
Morus_013437-R1	Homeologs	Both	-0.7738251016249419
Morus_013450-R1	A-unique	Neither	1.3546586266424814
Morus_013456-R1	Homeologs	Both	1.1313816468400277
Morus_013457-R1	Homeologs	Both	0.8184851840885694
Morus_013460-R1	Homeologs	Both	0.3573532458008174
Morus_013468-R1	Homeologs	Both	1.9530324680519082
Morus_013471-R1	Homeologs	Bato-only	3.5078343015385918
Morus_013472-R1	Homeologs	Both	0.5707262561837583
Morus_013475-R1	Homeologs	Neither	-0.4592263397936571
Morus_013485-R1	Homeologs	Bato-only	-0.3070211822975841
Morus_013498-R1	Homeologs	Neither	0
Morus_013502-R1	Homeologs	Both	0.8021069710933362
Morus_013507-R1	A-unique	Neither	0.49900909810100075
Morus_013509-R1	Homeologs	Neither	3.3674987742222102
Morus_013515-R1	Homeologs	Bato-only	2.6396516675757704
Morus_013527-R1	Homeologs	Both	4.2091449690131615
Morus_013528-R1	B-unique	Neither	-3.6719138696863034
Morus_013549-R1	B-unique	Neither	0.48591049021904653
Morus_013572-R1	B-unique	Both	0
Morus_013580-R1	Homeologs	Both	0.9298556045942842
Morus_013593-R1	Homeologs	Neither	-0.6616098683922668
Morus_013610-R1	Homeologs	Both	-0.0029492744266620824
Morus_013615-R1	B-unique	Neither	-2.163898929608739
Morus_013616-R4	Homeologs	Bato-only	0
Morus_013618-R2	Homeologs	Neither	-0.4792565075094799
Morus_013629-R1	A-unique	Bato-only	1.582230223627057
Morus_013635-R1	Homeologs	Bato-only	-1.5652995172945698
Morus_013639-R1	Homeologs	Both	0.5246473930143027
Morus_013647-R1	A-unique	Neither	0
Morus_013675-R1	A-unique	Both	0
Morus_013684-R1	A-unique	Neither	0
Morus_013685-R1	A-unique	Neither	1.781962644405014
Morus_013695-R1	Homeologs	Arto-only	0
Morus_013705-R1	B-unique	Neither	3.1923623351451087
Morus_013718-R1	A-unique	Neither	0
Morus_013737-R1	B-unique	Neither	0
Morus_013771-R1	A-unique	Bato-only	-1.3435563967232436
Morus_013820-R1	Homeologs	Neither	0.36231465933625095
Morus_013849-R1	A-unique	Neither	0
Morus_013850-R1	Homeologs	Both	0.16918242926235882
Morus_013852-R1	A-unique	Neither	0
Morus_013864-R1	A-unique	Neither	-1.0460973167992025
Morus_013874-R1	B-unique	Bato-only	-1.7989458851143978
Morus_013887-R1	A-unique	Both	-5.829690258178655
Morus_013897-R1	A-unique	Neither	0
Morus_013906-R1	Homeologs	Bato-only	3.5326313312421354
Morus_013910-R1	A-unique	Neither	-0.42962131652015756
Morus_013914-R1	Homeologs	Both	-0.7837752240221425
Morus_013923-R1	Homeologs	Neither	0
Morus_013924-R1	A-unique	Neither	-1.4065858813300485
Morus_013928-R2	Homeologs	Bato-only	0
Morus_013932-R1	B-unique	Neither	-2.270293274971856
Morus_013940-R1	A-unique	Bato-only	-1.301288538002482
Morus_013943-R1	A-unique	Neither	2.747578569744738
Morus_013966-R1	A-unique	Neither	-2.455105322841475
Morus_013971-R1	Homeologs	Both	-1.6545524678380295
Morus_013976-R1	Homeologs	Neither	-0.289307871717488
Morus_013985-R2	Homeologs	Neither	0
Morus_013989-R1	Homeologs	Bato-only	-1.4341654336836045
Morus_013997-R1	Homeologs	Both	0.09699093472961551
Morus_014003-R1	Homeologs	Both	-1.7672255055869923
Morus_014009-R1	Homeologs	Bato-only	-1.8236699121574
Morus_014014-R1	Homeologs	Arto-only	1.7225273294117909
Morus_014021-R1	Homeologs	Neither	-2.2648418066498666
Morus_014023-R1	Homeologs	Neither	-2.0641851908591713
Morus_014024-R1	Homeologs	Neither	-3.237731616790643
Morus_014025-R1	Homeologs	Bato-only	1.068176625231304
Morus_014036-R1	Homeologs	Neither	0
Morus_014050-R1	Homeologs	Both	-1.042603065832406
Morus_014057-R1	Homeologs	Neither	0.8370998714198078
Morus_014063-R1	Homeologs	Arto-only	3.3064650691153994
Morus_014080-R1	Homeologs	Neither	4.011446662708504
Morus_014081-R1	Homeologs	Neither	-1.4206668252384236
Morus_014085-R1	Homeologs	Both	0.6306729409491034
Morus_014092-R1	Homeologs	Neither	-2.7392027580552387
Morus_014106-R1	Homeologs	Both	-0.35320551289630786
Morus_014107-R1	A-unique	Neither	-1.3189564047989766
Morus_014109-R1	A-unique	Bato-only	1.3469294270340486
Morus_014113-R4	B-unique	Neither	0
Morus_014117-R1	B-unique	Bato-only	2.018021484716027
Morus_014123-R1	Homeologs	Both	0.7878178716586172
Morus_014137-R1	A-unique	Neither	-0.8441816058738709
Morus_014157-R1	Homeologs	Both	1.1341297085045414
Morus_014158-R1	Homeologs	Both	5.832089518889845
Morus_014160-R1	B-unique	Neither	0
Morus_014167-R1	Homeologs	Bato-only	2.0550571891877265
Morus_014168-R1	B-unique	Neither	0
Morus_014179-R1	Homeologs	Both	-0.2950660476354135
Morus_014188-R1	Homeologs	Arto-only	0.3185845691864758
Morus_014203-R1	Homeologs	Bato-only	0.741197765488967
Morus_014207-R1	B-unique	Neither	1.099545970150508
Morus_014219-R2	Homeologs	Bato-only	0.3620238619344168
Morus_014222-R1	A-unique	Bato-only	-0.6546480579898543
Morus_014223-R1	Homeologs	Neither	-3.3798699717989273
Morus_014233-R1	Homeologs	Neither	0.31705897642324304
Morus_014243-R1	Homeologs	Both	-0.5565305364061817
Morus_014250-R1	B-unique	Both	-0.43714272339943844
Morus_014252-R1	B-unique	Bato-only	0
Morus_014256-R1	B-unique	Bato-only	-0.00492302820013274
Morus_014257-R1	Homeologs	Neither	5.81910945028859
Morus_014261-R1	Homeologs	Neither	0.18088695023202916
Morus_014263-R1	Homeologs	Both	0.09505945294740495
Morus_014282-R1	Homeologs	Arto-only	0.16765581399690072
Morus_014283-R1	Homeologs	Both	1.9081727959607229
Morus_014291-R2	A-unique	Bato-only	4.1331499086560175
Morus_014303-R1	Homeologs	Both	6.171346462315446
Morus_014318-R1	B-unique	Bato-only	-4.729875346466489
Morus_014319-R1	Homeologs	Both	0.11676892205525821
Morus_014325-R1	B-unique	Neither	0
Morus_014327-R1	B-unique	Neither	-4.984492386582684
Morus_014328-R1	Homeologs	Neither	3.4650926402832827
Morus_014332-R3	Homeologs	Both	2.1753811258731703
Morus_014334-R1	Homeologs	Arto-only	1.8985366773455294
Morus_014336-R1	B-unique	Bato-only	0
Morus_014342-R1	Homeologs	Neither	4.7151736641067
Morus_014344-R1	B-unique	Neither	-0.5289836484431351
Morus_014348-R1	B-unique	Both	1.8250021172690292
Morus_014351-R1	A-unique	Neither	0.9858984930969249
Morus_014355-R1	A-unique	Neither	-3.5286154614844354
Morus_014358-R1	A-unique	Neither	1.4719928796491837
Morus_014374-R1	Homeologs	Neither	0.35623870456655804
Morus_014379-R4	Homeologs	Bato-only	0.23958631171634717
Morus_014388-R1	A-unique	Neither	-0.24430005919298303
Morus_014396-R1	B-unique	Bato-only	3.823380798266146
Morus_014400-R1	Homeologs	Bato-only	1.3672605278291583
Morus_014406-R1	A-unique	Arto-only	0
Morus_014409-R1	A-unique	Neither	-1.1345018221670287
Morus_014412-R1	B-unique	Arto-only	-0.4480878772539585
Morus_014413-R1	Homeologs	Arto-only	0.9372780616342145
Morus_014428-R1	Homeologs	Both	-2.3342065652836554
Morus_014432-R1	Homeologs	Both	-0.4404675380229214
Morus_014435-R2	B-unique	Neither	-0.20482970744888196
Morus_014438-R1	Homeologs	Both	-1.9993946319299707
Morus_014447-R1	B-unique	Neither	-0.024767827974656636
Morus_014449-R1	Homeologs	Neither	0.47898082180412827
Morus_014455-R1	Homeologs	Both	0
Morus_014459-R1	A-unique	Neither	-0.017345306998451715
Morus_014465-R1	Homeologs	Both	0
Morus_014471-R1	A-unique	Arto-only	-0.9561286624777866
Morus_014473-R1	Homeologs	Neither	2.015829072292026
Morus_014479-R1	B-unique	Bato-only	-1.002685428363451
Morus_014482-R1	A-unique	Neither	0
Morus_014487-R1	A-unique	Both	-1.3594139730590595
Morus_014491-R1	Homeologs	Neither	-0.7009787701161536
Morus_014505-R1	A-unique	Neither	-0.39522686112087113
Morus_014508-R1	A-unique	Bato-only	-1.9748661606406033
Morus_014518-R2	Homeologs	Arto-only	0.7195503737483001
Morus_014521-R1	Homeologs	Arto-only	4.902425825217874
Morus_014526-R1	B-unique	Neither	-4.01638362381909
Morus_014534-R1	Homeologs	Both	4.138650355084294
Morus_014544-R1	B-unique	Bato-only	0
Morus_014559-R1	Homeologs	Arto-only	0.3566475614309803
Morus_014560-R1	Homeologs	Neither	0
Morus_014569-R1	Homeologs	Both	-0.19072911499955314
Morus_014578-R1	B-unique	Bato-only	-4.253884390336445
Morus_014580-R1	A-unique	Both	-0.7753232034936741
Morus_014585-R1	A-unique	Bato-only	-2.367752738373773
Morus_014586-R1	Homeologs	Bato-only	0.5521932079561103
Morus_014604-R1	Homeologs	Arto-only	4.598127590740301
Morus_014612-R1	A-unique	Neither	0.59436335583484
Morus_014617-R1	Homeologs	Bato-only	1.4215356997709163
Morus_014625-R2	B-unique	Neither	-2.4705610025794944
Morus_014633-R1	Homeologs	Both	0.060917835533919565
Morus_014639-R1	A-unique	Neither	-0.12949541016026234
Morus_014650-R3	B-unique	Neither	-0.9653917610791817
Morus_014651-R1	A-unique	Neither	3.1815224066592718
Morus_014665-R1	B-unique	Neither	-2.852307993849173
Morus_014679-R1	Homeologs	Bato-only	-0.3123422698781119
Morus_014682-R1	B-unique	Neither	-0.6726697988048435
Morus_014685-R1	A-unique	Neither	-1.303817210581512
Morus_014686-R1	Homeologs	Neither	1.9227114765729125
Morus_014699-R1	B-unique	Bato-only	-4.02821050271382
Morus_014706-R1	B-unique	Neither	0
Morus_014709-R2	Homeologs	Bato-only	-0.00395276020650831
Morus_014711-R1	A-unique	Neither	-4.197131099241321
Morus_014712-R1	Homeologs	Both	-0.8406197049889503
Morus_014723-R1	Homeologs	Neither	-0.18626286132149095
Morus_014727-R1	Homeologs	Both	0.2393734780270751
Morus_014743-R1	A-unique	Neither	-0.2322937843252056
Morus_014747-R1	A-unique	Neither	0
Morus_014750-R1	B-unique	Neither	0.9016175776502655
Morus_014752-R1	B-unique	Neither	-1.3261060050850246
Morus_014754-R1	A-unique	Neither	-0.8745936431042747
Morus_014766-R1	Homeologs	Bato-only	1.8428922433544135
Morus_014768-R1	Homeologs	Neither	0.3177897951922978
Morus_014772-R1	Homeologs	Arto-only	0.7124556808604585
Morus_014773-R1	B-unique	Bato-only	-4.441027503048742
Morus_014779-R1	Homeologs	Neither	-0.561589798426992
Morus_014782-R1	Homeologs	Bato-only	-0.5908349161784257
Morus_014789-R1	Homeologs	Neither	-0.036786537034704914
Morus_014812-R1	A-unique	Neither	-4.718391156893725
Morus_014838-R1	A-unique	Both	-1.5067099362911305
Morus_014878-R1	B-unique	Both	0.6073651254303412
Morus_014925-R1	B-unique	Neither	0
Morus_014929-R1	B-unique	Neither	0
Morus_014956-R1	Homeologs	Neither	-0.030938184307888673
Morus_014961-R1	Homeologs	Neither	2.5439698197350475
Morus_014975-R1	B-unique	Neither	0
Morus_015000-R1	B-unique	Bato-only	2.5843882213349794
Morus_015001-R1	A-unique	Bato-only	0
Morus_015048-R1	Homeologs	Bato-only	-0.1757986947040811
Morus_015056-R1	B-unique	Arto-only	0
Morus_015090-R1	Homeologs	Arto-only	0
Morus_015091-R1	Homeologs	Neither	-4.749183076443906
Morus_015108-R1	Homeologs	Neither	-5.382665872500754
Morus_015112-R1	A-unique	Neither	-0.007617620387697527
Morus_015115-R1	Homeologs	Neither	0
Morus_015118-R1	A-unique	Neither	-1.8484454634098382
Morus_015125-R1	Homeologs	Both	0.6837203599651593
Morus_015129-R1	A-unique	Neither	0
Morus_015130-R1	Homeologs	Bato-only	0.3827289059370943
Morus_015132-R1	Homeologs	Both	0.6072040957136404
Morus_015142-R1	Homeologs	Both	1.8357211744744697
Morus_015143-R1	A-unique	Neither	-1.4961124808088346
Morus_015146-R1	A-unique	Neither	1.2759809000916575
Morus_015164-R1	B-unique	Both	0.35222797818421103
Morus_015171-R1	Homeologs	Neither	-0.2786556114486698
Morus_015188-R1	A-unique	Both	-0.9428981892460464
Morus_015190-R1	Homeologs	Bato-only	0.2909532193830135
Morus_015192-R1	Homeologs	Neither	-0.08115328786147402
Morus_015193-R1	Homeologs	Both	-3.934406326358822
Morus_015197-R1	Homeologs	Bato-only	-0.2132611006854641
Morus_015201-R1	B-unique	Bato-only	0
Morus_015220-R1	A-unique	Neither	-1.3685417194638565
Morus_015223-R2	B-unique	Neither	-0.44676980642018815
Morus_015234-R1	Homeologs	Bato-only	-4.2813590802187145
Morus_015239-R1	Homeologs	Neither	-0.8136189522981246
Morus_015253-R1	A-unique	Both	0.34091948245772186
Morus_015288-R1	A-unique	Neither	0
Morus_015289-R1	Homeologs	Neither	3.3159005513935007
Morus_015293-R1	Homeologs	Bato-only	0.15522128221108233
Morus_015296-R1	Homeologs	Neither	-1.2664327649133158
Morus_015298-R2	A-unique	Neither	-0.507109018423356
Morus_015303-R2	A-unique	Both	0.5734587364524515
Morus_015308-R1	Homeologs	Arto-only	2.960324349762911
Morus_015310-R1	Homeologs	Arto-only	-0.3301637690519687
Morus_015322-R1	Homeologs	Neither	-3.1003928042866784
Morus_015332-R1	Homeologs	Bato-only	4.005291452624539
Morus_015347-R1	Homeologs	Arto-only	-0.9934014990583888
Morus_015350-R1	B-unique	Arto-only	0.21607248532036244
Morus_015373-R1	A-unique	Neither	1.0673851065493314
Morus_015374-R1	B-unique	Arto-only	0.7055998115118086
Morus_015393-R1	Homeologs	Neither	0
Morus_015400-R1	Homeologs	Bato-only	0.16560842221839
Morus_015402-R1	Homeologs	Neither	-2.5868800246444588
Morus_015407-R1	Homeologs	Bato-only	-0.17651251632698833
Morus_015409-R1	A-unique	Neither	0
Morus_015411-R1	Homeologs	Arto-only	1.3267776707365473
Morus_015414-R1	Homeologs	Neither	-0.5895608403968852
Morus_015415-R1	A-unique	Neither	-1.012390987900367
Morus_015422-R1	Homeologs	Both	3.999848838524742
Morus_015427-R1	Homeologs	Neither	3.445920497234379
Morus_015430-R1	Homeologs	Neither	-1.4994642035742793
Morus_015443-R1	A-unique	Neither	0
Morus_015446-R1	Homeologs	Neither	-2.2468082331619472
Morus_015457-R1	A-unique	Neither	-0.9036975333800525
Morus_015459-R1	B-unique	Neither	-0.008405334809852505
Morus_015463-R1	Homeologs	Arto-only	3.4984908399290466
Morus_015476-R1	B-unique	Neither	-9.464681365494933
Morus_015480-R1	B-unique	Bato-only	-1.1193594060995278
Morus_015482-R1	B-unique	Bato-only	-1.2816594197617441
Morus_015489-R1	B-unique	Neither	-0.5321772511338563
Morus_015493-R1	Homeologs	Both	-0.3612230390137278
Morus_015498-R1	B-unique	Bato-only	-1.1918550907415748
Morus_015501-R1	B-unique	Both	0
Morus_015503-R1	B-unique	Both	-3.2923477003573023
Morus_015504-R1	Homeologs	Bato-only	-0.8911928910793592
Morus_015505-R1	A-unique	Arto-only	-0.3081488485633086
Morus_015510-R1	Homeologs	Both	2.3580939809441865
Morus_015515-R1	Homeologs	Both	2.782975194448007
Morus_015525-R1	A-unique	Bato-only	0.06696900044423537
Morus_015530-R1	Homeologs	Neither	-0.593818201728435
Morus_015536-R1	B-unique	Bato-only	-0.6450220566314013
Morus_015539-R1	Homeologs	Neither	-7.43318806806689
Morus_015540-R1	Homeologs	Neither	0.9738901362745439
Morus_015552-R1	Homeologs	Arto-only	0
Morus_015566-R1	A-unique	Neither	1.2366917619598712
Morus_015567-R1	Homeologs	Bato-only	0.11659461939659477
Morus_015589-R1	Homeologs	Both	2.1771346674373175
Morus_015594-R1	Homeologs	Neither	-0.8682810532491134
Morus_015601-R1	A-unique	Neither	-1.4794673576659796
Morus_015612-R1	A-unique	Neither	0.9380203334857764
Morus_015619-R1	Homeologs	Neither	0.9743503911126814
Morus_015621-R1	A-unique	Bato-only	0
Morus_015626-R1	Homeologs	Both	0.8656136267829182
Morus_015630-R2	Homeologs	Arto-only	0.4534531375767858
Morus_015636-R1	A-unique	Bato-only	-2.0271048710612556
Morus_015638-R1	A-unique	Both	-0.8877316898832628
Morus_015645-R1	Homeologs	Bato-only	0
Morus_015648-R1	Homeologs	Arto-only	-0.15376999136556008
Morus_015649-R1	Homeologs	Neither	-0.07711209623627197
Morus_015652-R1	A-unique	Arto-only	-1.159977326610834
Morus_015660-R1	Homeologs	Both	-0.9781026732427159
Morus_015672-R1	A-unique	Neither	-1.1474991878505938
Morus_015676-R1	A-unique	Neither	0
Morus_015688-R1	B-unique	Bato-only	3.108595582436954
Morus_015689-R1	Homeologs	Neither	0.35629592960887957
Morus_015711-R1	B-unique	Neither	0
Morus_015712-R1	B-unique	Neither	-1.9695204880104964
Morus_015717-R1	A-unique	Neither	0
Morus_015724-R1	Homeologs	Both	1.1580597047955579
Morus_015728-R1	Homeologs	Both	-0.6968129654674863
Morus_015736-R1	Homeologs	Both	0.45744919619701335
Morus_015744-R1	Homeologs	Bato-only	-0.7958196644397106
Morus_015753-R1	Homeologs	Neither	-2.8202937428935235
Morus_015772-R1	B-unique	Bato-only	-2.477755272976319
Morus_015778-R1	Homeologs	Both	-4.140316698224427
Morus_015780-R1	Homeologs	Neither	-0.5105257519377474
Morus_015781-R1	Homeologs	Both	-0.8111224714461664
Morus_015795-R1	Homeologs	Neither	0.14044504468123215
Morus_015810-R1	B-unique	Neither	0.7904125881159264
Morus_015818-R1	A-unique	Arto-only	0
Morus_015821-R1	Homeologs	Bato-only	0.99061922692964
Morus_015822-R1	Homeologs	Both	0.8532737719049045
Morus_015830-R1	Homeologs	Neither	0.03338359712359926
Morus_015834-R1	B-unique	Bato-only	-0.8792004159355963
Morus_015835-R1	B-unique	Neither	-5.067604313760315
Morus_015845-R1	Homeologs	Bato-only	2.7998138015518554
Morus_015851-R1	Homeologs	Bato-only	2.2122702365315243
Morus_015871-R1	Homeologs	Both	0
Morus_015878-R1	Homeologs	Bato-only	-1.6192667593349455
Morus_015885-R1	A-unique	Neither	-3.088459663825164
Morus_015889-R1	B-unique	Neither	-2.068932322069147
Morus_015924-R1	B-unique	Arto-only	0
Morus_015943-R1	B-unique	Both	0
Morus_015967-R1	B-unique	Neither	0
Morus_016002-R1	Homeologs	Both	0
Morus_016019-R1	A-unique	Arto-only	-0.46076314778882177
Morus_016030-R1	Homeologs	Both	0
Morus_016031-R1	A-unique	Neither	1.8200612488091799
Morus_016033-R1	B-unique	Neither	2.0756343233066596
Morus_016036-R1	A-unique	Neither	-1.8031619582658744
Morus_016037-R1	Homeologs	Both	4.498991587183849
Morus_016040-R1	B-unique	Bato-only	0.3618915942057561
Morus_016047-R2	B-unique	Both	0.07804358474904755
Morus_016064-R1	B-unique	Bato-only	-0.9275861418462461
Morus_016076-R1	Homeologs	Bato-only	-0.6207733737324959
Morus_016081-R1	B-unique	Arto-only	-2.6259664927544923
Morus_016082-R2	B-unique	Arto-only	1.1524507436884055
Morus_016087-R2	Homeologs	Bato-only	-0.5265465199239122
Morus_016091-R1	B-unique	Bato-only	-0.9502298581134139
Morus_016092-R1	B-unique	Neither	-0.4576289770453535
Morus_016094-R1	B-unique	Neither	-1.3647507494999456
Morus_016095-R1	B-unique	Bato-only	-6.205971241267539
Morus_016098-R1	A-unique	Neither	-2.6957397331341757
Morus_016101-R1	B-unique	Neither	-1.9705577515846908
Morus_016113-R1	A-unique	Neither	1.015988636274556
Morus_016118-R1	B-unique	Neither	0.7693805654669655
Morus_016119-R2	Homeologs	Both	-0.591407004204056
Morus_016120-R1	Homeologs	Arto-only	0.3594398104130494
Morus_016126-R1	Homeologs	Neither	2.585072666317516
Morus_016133-R1	A-unique	Arto-only	4.027548051924754
Morus_016135-R1	B-unique	Bato-only	1.094300801493348
Morus_016142-R3	Homeologs	Both	1.3364395348403033
Morus_016148-R1	B-unique	Neither	0.1805733273972815
Morus_016155-R1	Homeologs	Both	-0.7015407493178719
Morus_016157-R1	A-unique	Neither	-1.2959327062805508
Morus_016164-R1	A-unique	Neither	0.29443691942615563
Morus_016167-R1	A-unique	Neither	-0.6085702221413813
Morus_016169-R1	Homeologs	Bato-only	0
Morus_016170-R1	Homeologs	Both	-3.532717273099675
Morus_016171-R1	B-unique	Neither	-3.8892545270394283
Morus_016173-R1	Homeologs	Bato-only	-0.9817991240929107
Morus_016181-R1	Homeologs	Both	-0.28604286237914045
Morus_016196-R1	B-unique	Bato-only	0.6107017384288965
Morus_016211-R1	A-unique	Bato-only	0.9061226547408654
Morus_016213-R1	A-unique	Both	-0.36490811241530147
Morus_016215-R1	B-unique	Bato-only	-4.343215775795504
Morus_016224-R1	Homeologs	Both	0.27036728294007967
Morus_016272-R1	A-unique	Neither	-0.6014926735996379
Morus_016274-R1	A-unique	Neither	0.10923785800959904
Morus_016275-R2	Homeologs	Bato-only	0.08925083528069921
Morus_016278-R1	B-unique	Bato-only	-0.3005469669093038
Morus_016279-R1	Homeologs	Neither	0.16068327979877606
Morus_016280-R1	Homeologs	Both	-1.1251906329042165
Morus_016283-R1	B-unique	Both	-3.248253717650619
Morus_016285-R1	Homeologs	Neither	-0.5318177032391772
Morus_016290-R2	Homeologs	Arto-only	0.2836117289330349
Morus_016292-R1	B-unique	Bato-only	-2.3244542261226
Morus_016294-R1	Homeologs	Both	-0.9219368082374566
Morus_016298-R2	Homeologs	Arto-only	1.1368411552925146
Morus_016308-R1	Homeologs	Both	-0.8049465989400331
Morus_016322-R2	Homeologs	Bato-only	-1.1055422316451042
Morus_016326-R1	Homeologs	Both	0.8901853018363298
Morus_016327-R1	B-unique	Bato-only	-2.1562836430590697
Morus_016328-R2	B-unique	Neither	-1.0254165321344608
Morus_016329-R1	B-unique	Arto-only	0
Morus_016332-R1	B-unique	Bato-only	-1.0073855459308183
Morus_016346-R1	B-unique	Arto-only	-0.1976412860150673
Morus_016357-R1	Homeologs	Both	-0.053725538894338364
Morus_016358-R1	Homeologs	Arto-only	-0.9995832100046882
Morus_016363-R1	Homeologs	Both	-1.8421752743587394
Morus_016371-R1	Homeologs	Neither	2.2103553530713413
Morus_016373-R1	A-unique	Neither	0.2059284781252655
Morus_016375-R1	B-unique	Neither	-5.05475788103421
Morus_016378-R1	Homeologs	Neither	0.8521951978428278
Morus_016382-R4	Homeologs	Bato-only	1.818079409723139
Morus_016392-R1	Homeologs	Neither	0
Morus_016394-R1	A-unique	Neither	0.39300772408446527
Morus_016421-R1	B-unique	Neither	-3.9394073324168026
Morus_016424-R1	B-unique	Neither	-0.7768665781756775
Morus_016427-R1	B-unique	Neither	-0.1964264535896163
Morus_016431-R1	Homeologs	Both	-1.098512271806895
Morus_016442-R1	Homeologs	Neither	-1.7172589120557247
