Morus	tissue	TPM_bato
Morus_009344-R1	YL	68.590937
Morus_009345-R1	ML	0
Morus_009345-R1	YL	3.474804
Morus_009347-R1	ML	0
Morus_009347-R1	YL	0
Morus_009348-R1	ML	23.109969
Morus_009348-R1	YL	111.384328
Morus_009349-R1	ML	0
Morus_009349-R1	YL	0
Morus_009350-R1	ML	2.637485
Morus_009350-R1	YL	0
Morus_009352-R1	ML	43.555585
Morus_009352-R1	YL	42.149646
Morus_009353-R1	ML	26.53033
Morus_009353-R1	YL	21.417843
Morus_009354-R1	ML	66.141814
Morus_009354-R1	YL	78.084555
Morus_009357-R1	ML	1.057335
Morus_009357-R1	YL	39.904991
Morus_009359-R1	ML	6.462553
Morus_009359-R1	YL	22.173084
Morus_009361-R1	ML	0
Morus_009361-R1	YL	0
Morus_009364-R1	ML	0
Morus_009364-R1	YL	0
Morus_009365-R1	ML	4.93504
Morus_009365-R1	YL	7.52541
Morus_009369-R1	ML	0
Morus_009369-R1	YL	0
Morus_009371-R1	ML	0
Morus_009371-R1	YL	0
Morus_009373-R1	ML	5.653988
Morus_009373-R1	YL	7.544013
Morus_009375-R1	ML	0
Morus_009375-R1	YL	0
Morus_009376-R1	ML	24.406381
Morus_009376-R1	YL	74.766557
Morus_009377-R1	ML	0
Morus_009377-R1	YL	0
Morus_009378-R1	ML	3.189106
Morus_009378-R1	YL	12.765497
Morus_009379-R1	ML	0
Morus_009379-R1	YL	0
Morus_009381-R1	ML	0
Morus_009381-R1	YL	0
Morus_009384-R2	ML	46.138245
Morus_009384-R2	YL	105.53386
Morus_009385-R1	ML	0
Morus_009385-R1	YL	1.720943
Morus_009387-R1	ML	0.884602
Morus_009387-R1	YL	8.093541
Morus_009388-R1	ML	1.606198
Morus_009388-R1	YL	5.510883
Morus_009389-R1	ML	2.100686
Morus_009389-R1	YL	0
Morus_009392-R1	ML	2.486116
Morus_009392-R1	YL	0
Morus_009393-R1	ML	0
Morus_009393-R1	YL	0
Morus_009394-R1	ML	0
Morus_009394-R1	YL	2.611654
Morus_009397-R1	ML	8.219907
Morus_009397-R1	YL	9.400862
Morus_009398-R1	ML	0
Morus_009398-R1	YL	0
Morus_009399-R1	ML	42.011211
Morus_009399-R1	YL	228.547726
Morus_009401-R2	ML	0
Morus_009401-R2	YL	0
Morus_009403-R1	ML	17.672596
Morus_009403-R1	YL	26.948825
Morus_009404-R1	ML	0
Morus_009404-R1	YL	2.828539
Morus_009405-R1	ML	5.09329
Morus_009405-R1	YL	3.883362
Morus_009407-R1	ML	0
Morus_009407-R1	YL	0
Morus_009408-R1	ML	0
Morus_009408-R1	YL	0
Morus_009409-R1	ML	0
Morus_009409-R1	YL	0
Morus_009412-R1	ML	0
Morus_009412-R1	YL	0
Morus_009414-R1	ML	771.468942
Morus_009414-R1	YL	476.211482
Morus_009415-R1	ML	0
Morus_009415-R1	YL	0
Morus_009417-R1	ML	0
Morus_009417-R1	YL	0
Morus_009420-R1	ML	84.068522
Morus_009420-R1	YL	55.917927
Morus_009421-R1	ML	0
Morus_009421-R1	YL	0.855966
Morus_009422-R1	ML	299.586077
Morus_009422-R1	YL	214.536637
Morus_009423-R1	ML	126.257602
Morus_009423-R1	YL	150.814687
Morus_009424-R1	ML	4276.776235
Morus_009424-R1	YL	4170.834671
Morus_009425-R1	ML	68.803095
Morus_009425-R1	YL	34.501679
Morus_009426-R1	ML	26.831386
Morus_009426-R1	YL	10.228751
Morus_009427-R1	ML	158.952143
Morus_009427-R1	YL	244.391577
Morus_009428-R2	ML	1.488046
Morus_009428-R2	YL	2.83639
Morus_009429-R1	ML	88.988266
Morus_009429-R1	YL	551.923979
Morus_009433-R1	ML	49.084288
Morus_009433-R1	YL	26.042581
Morus_009435-R1	ML	0
Morus_009435-R1	YL	0
Morus_009440-R5	ML	18.060854
Morus_009440-R5	YL	39.245751
Morus_009441-R1	ML	0
Morus_009441-R1	YL	0
Morus_009442-R1	ML	49.730797
Morus_009442-R1	YL	36.801874
Morus_009443-R1	ML	0
Morus_009443-R1	YL	7.513306
Morus_009445-R1	ML	24.691651
Morus_009445-R1	YL	25.266565
Morus_009448-R1	ML	2.899628
Morus_009448-R1	YL	1.658109
Morus_009449-R1	ML	0
Morus_009449-R1	YL	3.43105
Morus_009450-R1	ML	9.202897
Morus_009450-R1	YL	94.725698
Morus_009451-R1	ML	9.232615
Morus_009451-R1	YL	28.157509
Morus_009452-R1	ML	0
Morus_009452-R1	YL	12.35882
Morus_009455-R1	ML	1.130053
Morus_009455-R1	YL	0
Morus_009457-R1	ML	2.270876
Morus_009457-R1	YL	7.7914
Morus_009458-R1	ML	0
Morus_009458-R1	YL	0
Morus_009461-R1	ML	0
Morus_009461-R1	YL	0
Morus_009462-R1	ML	0
Morus_009462-R1	YL	0
Morus_009463-R1	ML	2.159391
Morus_009463-R1	YL	0
Morus_009465-R1	ML	0
Morus_009465-R1	YL	0
Morus_009466-R1	ML	13.533885
Morus_009466-R1	YL	0
Morus_009467-R1	ML	0
Morus_009467-R1	YL	0
Morus_009469-R1	ML	2.386505
Morus_009469-R1	YL	8.188124
Morus_009470-R2	ML	374.565084
Morus_009470-R2	YL	277.186331
Morus_009471-R2	ML	153.267762
Morus_009471-R2	YL	117.139411
Morus_009472-R1	ML	25.676597
Morus_009472-R1	YL	311.530239
Morus_009473-R1	ML	0
Morus_009473-R1	YL	0
Morus_009475-R1	ML	15.322688
Morus_009475-R1	YL	25.770734
Morus_009476-R1	ML	0
Morus_009476-R1	YL	0
Morus_009477-R1	ML	12.052131
Morus_009477-R1	YL	7.65759
Morus_009478-R1	ML	0
Morus_009478-R1	YL	0
Morus_009479-R1	ML	0
Morus_009479-R1	YL	0
Morus_009480-R1	ML	1.255063
Morus_009480-R1	YL	0
Morus_009481-R1	ML	4.854046
Morus_009481-R1	YL	11.102855
Morus_009482-R1	ML	0
Morus_009482-R1	YL	1.301668
Morus_009483-R2	ML	6.920737
Morus_009483-R2	YL	9.673937
Morus_009484-R1	ML	10.467172
Morus_009484-R1	YL	17.101416
Morus_009485-R1	ML	11.256036
Morus_009485-R1	YL	19.309788
Morus_009488-R1	ML	0
Morus_009488-R1	YL	0
Morus_009489-R1	ML	0
Morus_009489-R1	YL	0
Morus_009490-R1	ML	2.34347
Morus_009490-R1	YL	1.340078
Morus_009492-R1	ML	0
Morus_009492-R1	YL	0
Morus_009493-R1	ML	0
Morus_009493-R1	YL	0
Morus_009494-R1	ML	0
Morus_009494-R1	YL	8.036705
Morus_009497-R1	ML	0
Morus_009497-R1	YL	7.828709
Morus_009498-R1	ML	0
Morus_009498-R1	YL	0
Morus_009500-R1	ML	2.664523
Morus_009500-R1	YL	0
Morus_009501-R1	ML	0
Morus_009501-R1	YL	0
Morus_009502-R1	ML	0
Morus_009502-R1	YL	0
Morus_009507-R1	ML	0
Morus_009507-R1	YL	0
Morus_009510-R1	ML	0
Morus_009510-R1	YL	40.008563
Morus_009511-R1	ML	4.11076
Morus_009511-R1	YL	91.676376
Morus_009512-R1	ML	0
Morus_009512-R1	YL	0
Morus_009517-R1	ML	34.982609
Morus_009517-R1	YL	176.401393
Morus_009519-R1	ML	45.225423
Morus_009519-R1	YL	61.842672
Morus_009520-R1	ML	0
Morus_009520-R1	YL	255.452403
Morus_009522-R1	ML	0
Morus_009522-R1	YL	0
Morus_009524-R1	ML	0
Morus_009524-R1	YL	1.658109
Morus_009525-R1	ML	0
Morus_009525-R1	YL	0
Morus_009526-R1	ML	0
Morus_009526-R1	YL	0
Morus_009528-R1	ML	3.381071
Morus_009528-R1	YL	11.600488
Morus_009529-R1	ML	0
Morus_009529-R1	YL	0
Morus_009531-R1	ML	0
Morus_009531-R1	YL	0
Morus_009535-R1	ML	0
Morus_009535-R1	YL	0
Morus_009536-R1	ML	80.007213
Morus_009536-R1	YL	31.745541
Morus_009537-R1	ML	0
Morus_009537-R1	YL	9.219335
Morus_009538-R1	ML	24.90757
Morus_009538-R1	YL	111.909453
Morus_009539-R1	ML	65.801633
Morus_009539-R1	YL	71.983385
Morus_009540-R1	ML	0
Morus_009540-R1	YL	1.523668
Morus_009541-R1	ML	5.981241
Morus_009541-R1	YL	5.130425
Morus_009542-R1	ML	0
Morus_009542-R1	YL	0
Morus_009543-R1	ML	0
Morus_009543-R1	YL	4.149481
Morus_009544-R1	ML	0
Morus_009544-R1	YL	2.436506
Morus_009547-R1	ML	2.082326
Morus_009547-R1	YL	17.861202
Morus_009548-R1	ML	0
Morus_009548-R1	YL	1.043328
Morus_009549-R1	ML	0
Morus_009549-R1	YL	0
Morus_009550-R1	ML	4.064976
Morus_009550-R1	YL	0
Morus_009551-R1	ML	0
Morus_009551-R1	YL	0
Morus_009552-R1	ML	23.523691
Morus_009552-R1	YL	144.864147
Morus_009553-R1	ML	0
Morus_009553-R1	YL	10.665673
Morus_009555-R1	ML	0
Morus_009555-R1	YL	0
Morus_009557-R4	ML	0.857538
Morus_009557-R4	YL	17.653339
Morus_009559-R1	ML	15.298765
Morus_009559-R1	YL	64.388003
Morus_009560-R1	ML	28.522422
Morus_009560-R1	YL	59.803774
Morus_009561-R1	ML	7.569301
Morus_009561-R1	YL	12.366833
Morus_009562-R1	ML	34.419714
Morus_009562-R1	YL	96.318119
Morus_009563-R1	ML	1.235537
Morus_009563-R1	YL	0
Morus_009564-R1	ML	34.515492
Morus_009564-R1	YL	19.737168
Morus_009569-R1	ML	6.291131
Morus_009569-R1	YL	3.924534
Morus_009571-R1	ML	0
Morus_009571-R1	YL	0
Morus_009573-R1	ML	197.570287
Morus_009573-R1	YL	148.693115
Morus_009574-R1	ML	3.606248
Morus_009574-R1	YL	1.649743
Morus_009575-R1	ML	7.931966
Morus_009575-R1	YL	224.772915
Morus_009576-R1	ML	62.763836
Morus_009576-R1	YL	62.138881
Morus_009577-R1	ML	0
Morus_009577-R1	YL	1.427856
Morus_009578-R1	ML	13.628866
Morus_009578-R1	YL	1.731881
Morus_009580-R1	ML	0
Morus_009580-R1	YL	0
Morus_009581-R1	ML	0
Morus_009581-R1	YL	0
Morus_009583-R1	ML	4.829448
Morus_009583-R1	YL	0
Morus_009585-R1	ML	0
Morus_009585-R1	YL	5.321059
Morus_009586-R1	ML	5.946409
Morus_009586-R1	YL	4.080438
Morus_009587-R1	ML	0
Morus_009587-R1	YL	0
Morus_009588-R1	ML	0
Morus_009588-R1	YL	0
Morus_009590-R1	ML	153.112783
Morus_009590-R1	YL	50.941239
Morus_009591-R1	ML	0
Morus_009591-R1	YL	3.326339
Morus_009592-R1	ML	33.741541
Morus_009592-R1	YL	79.750994
Morus_009594-R1	ML	467.225587
Morus_009594-R1	YL	0
Morus_009597-R1	ML	0
Morus_009597-R1	YL	1.77706
Morus_009599-R1	ML	131.988132
Morus_009599-R1	YL	155.820259
Morus_009602-R1	ML	10.977517
Morus_009602-R1	YL	15.344581
Morus_009603-R1	ML	25.935734
Morus_009603-R1	YL	44.492884
Morus_009604-R1	ML	0
Morus_009604-R1	YL	0
Morus_009605-R1	ML	0
Morus_009605-R1	YL	0
Morus_009607-R1	ML	0
Morus_009607-R1	YL	0
Morus_009608-R1	ML	3.69862
Morus_009608-R1	YL	25.380006
Morus_009609-R1	ML	0
Morus_009609-R1	YL	0
Morus_009611-R1	ML	1.347753
Morus_009611-R1	YL	12.331078
Morus_009612-R1	ML	8.028173
Morus_009612-R1	YL	135.428328
Morus_009613-R1	ML	9.073096
Morus_009613-R1	YL	26.518049
Morus_009614-R1	ML	7.734719
Morus_009614-R1	YL	12.86686
Morus_009616-R1	ML	4.3461360000000004
Morus_009616-R1	YL	29.823275
Morus_009618-R1	ML	3.881392
Morus_009618-R1	YL	5.326838
Morus_009620-R1	ML	0
Morus_009620-R1	YL	0
Morus_009621-R1	ML	0
Morus_009621-R1	YL	0
Morus_009623-R1	ML	31.076448
Morus_009623-R1	YL	68.63129
Morus_009624-R1	ML	0.830631
Morus_009624-R1	YL	0
Morus_009625-R1	ML	0
Morus_009625-R1	YL	0
Morus_009629-R1	ML	5.505199
Morus_009629-R1	YL	12.592262
Morus_009630-R1	ML	0
Morus_009630-R1	YL	0
Morus_009631-R1	ML	16.309921
Morus_009631-R1	YL	10.972452
Morus_009632-R1	ML	0
Morus_009632-R1	YL	52.971573
Morus_009633-R2	ML	71.708652
Morus_009633-R2	YL	29.822196
Morus_009635-R1	ML	0
Morus_009635-R1	YL	0
Morus_009636-R1	ML	1.057335
Morus_009636-R1	YL	4.836969
Morus_009637-R2	ML	51.384494
Morus_009637-R2	YL	32.909468
Morus_009639-R1	ML	0
Morus_009639-R1	YL	0
Morus_009641-R1	ML	2.024811
Morus_009641-R1	YL	10.420721
Morus_009642-R1	ML	0
Morus_009642-R1	YL	0
Morus_009645-R1	ML	0
Morus_009645-R1	YL	0
Morus_009646-R1	ML	0
Morus_009646-R1	YL	0
Morus_009650-R2	ML	58.959803
Morus_009650-R2	YL	81.62647
Morus_009652-R1	ML	4.389509
Morus_009652-R1	YL	8.366916
Morus_009653-R1	ML	26.513446
Morus_009653-R1	YL	36.008128
Morus_009655-R1	ML	75.640866
Morus_009655-R1	YL	44.896658
Morus_009658-R1	ML	6.14657
Morus_009658-R1	YL	3.012706
Morus_009659-R1	ML	1.566307
Morus_009659-R1	YL	0.597113
Morus_009661-R1	ML	34.144505
Morus_009661-R1	YL	37.748381
Morus_009663-R2	ML	0
Morus_009663-R2	YL	0
Morus_009664-R1	ML	0
Morus_009664-R1	YL	0
Morus_009665-R3	ML	0
Morus_009665-R3	YL	2.028406
Morus_009666-R1	ML	4.75449
Morus_009666-R1	YL	1.812523
Morus_009668-R1	ML	4.829448
Morus_009668-R1	YL	11.04659
Morus_009669-R1	ML	4.157586
Morus_009669-R1	YL	2.377453
Morus_009671-R1	ML	25.967
Morus_009671-R1	YL	3.045916
Morus_009673-R1	ML	20.704296
Morus_009673-R1	YL	8.945356
Morus_009674-R1	ML	4.177159
Morus_009674-R1	YL	9.023773
Morus_009675-R1	ML	0
Morus_009675-R1	YL	0
Morus_009676-R1	ML	0
Morus_009676-R1	YL	0
Morus_009677-R1	ML	0
Morus_009677-R1	YL	0
Morus_009678-R1	ML	13.699249
Morus_009678-R1	YL	10.967195
Morus_009679-R1	ML	18.933995
Morus_009679-R1	YL	21.654244
Morus_009680-R1	ML	0
Morus_009680-R1	YL	6.700391
Morus_009682-R1	ML	0
Morus_009682-R1	YL	0
Morus_009683-R1	ML	0
Morus_009683-R1	YL	0
Morus_009685-R1	ML	0
Morus_009685-R1	YL	0
Morus_009688-R1	ML	0
Morus_009688-R1	YL	0
Morus_009690-R1	ML	0
Morus_009690-R1	YL	0
Morus_009695-R1	ML	328.554761
Morus_009695-R1	YL	418.390448
Morus_009697-R1	ML	1836.933312
Morus_009697-R1	YL	46.798499
Morus_009698-R1	ML	0
Morus_009698-R1	YL	0
Morus_009699-R1	ML	39.457005
Morus_009699-R1	YL	46.95522
Morus_009700-R1	ML	0
Morus_009700-R1	YL	0
Morus_009701-R1	ML	5.594977
Morus_009701-R1	YL	19.196423
Morus_009702-R2	ML	3.107645
Morus_009702-R2	YL	7.108241
Morus_009704-R1	ML	0
Morus_009704-R1	YL	0
Morus_009705-R1	ML	80.61184
Morus_009705-R1	YL	55.316009
Morus_009706-R1	ML	0
Morus_009706-R1	YL	2.106824
Morus_009708-R1	ML	68.157631
Morus_009708-R1	YL	67.693284
Morus_009709-R1	ML	171.888244
Morus_009709-R1	YL	200.826248
Morus_009710-R1	ML	0
Morus_009710-R1	YL	0
Morus_009711-R1	ML	246.703756
Morus_009711-R1	YL	102.599164
Morus_009713-R1	ML	0
Morus_009713-R1	YL	0
Morus_009714-R2	ML	0
Morus_009714-R2	YL	0
Morus_009715-R1	ML	41.99032
Morus_009715-R1	YL	32.19129
Morus_009716-R1	ML	43.346633
Morus_009716-R1	YL	78.05307
Morus_009717-R1	ML	0
Morus_009717-R1	YL	0
Morus_009719-R1	ML	2.120945
Morus_009719-R1	YL	0
Morus_009720-R1	ML	16.984356
Morus_009720-R1	YL	29.136749
Morus_009721-R1	ML	0
Morus_009721-R1	YL	0
Morus_009722-R1	ML	2.372642
Morus_009722-R1	YL	6.783798
Morus_009723-R1	ML	0
Morus_009723-R1	YL	0
Morus_009724-R1	ML	0
Morus_009724-R1	YL	1.536556
Morus_009725-R1	ML	59.919858
Morus_009725-R1	YL	49.438453
Morus_009726-R1	ML	106.578189
Morus_009726-R1	YL	299.693543
Morus_009727-R1	ML	0
Morus_009727-R1	YL	0
Morus_009729-R1	ML	6.302057
Morus_009729-R1	YL	22.823668
Morus_009731-R1	ML	8.168666
Morus_009731-R1	YL	1.868452
Morus_009733-R1	ML	0
Morus_009733-R1	YL	0
Morus_009734-R1	ML	198.336078
Morus_009734-R1	YL	261.069682
Morus_009735-R1	ML	0
Morus_009735-R1	YL	0
Morus_009736-R1	ML	3.432213
Morus_009736-R1	YL	13.738617
Morus_009737-R1	ML	143.650503
Morus_009737-R1	YL	6.216332
Morus_009740-R1	ML	5.142146
Morus_009740-R1	YL	17.642756
Morus_009743-R1	ML	117.353853
Morus_009743-R1	YL	104.015919
Morus_009744-R1	ML	0
Morus_009744-R1	YL	0
Morus_009745-R1	ML	0
Morus_009745-R1	YL	0
Morus_009746-R1	ML	54.323644
Morus_009746-R1	YL	83.988292
Morus_009747-R1	ML	0
Morus_009747-R1	YL	0
Morus_009748-R3	ML	1.793622
Morus_009748-R3	YL	20.513117
Morus_009749-R1	ML	0
Morus_009749-R1	YL	0
Morus_009750-R1	ML	17.195469
Morus_009750-R1	YL	393.318856
Morus_009751-R1	ML	0
Morus_009751-R1	YL	0
Morus_009753-R1	ML	0
Morus_009753-R1	YL	0
Morus_009754-R1	ML	14.793771
Morus_009754-R1	YL	18.799104
Morus_009755-R1	ML	0
Morus_009755-R1	YL	9.956732
Morus_009758-R1	ML	29.796376
Morus_009758-R1	YL	78.702159
Morus_009759-R1	ML	0
Morus_009759-R1	YL	0
Morus_009760-R1	ML	5.76418
Morus_009760-R1	YL	206.010003
Morus_009761-R1	ML	0
Morus_009761-R1	YL	0
Morus_009763-R1	ML	8.39904
Morus_009763-R1	YL	3.842292
Morus_009764-R1	ML	72.093778
Morus_009764-R1	YL	318.027199
Morus_009765-R1	ML	0
Morus_009765-R1	YL	0
Morus_009766-R1	ML	250.1104
Morus_009766-R1	YL	201.321134
Morus_009768-R1	ML	1803.595744
Morus_009768-R1	YL	625.2799
Morus_009769-R1	ML	9.306076
Morus_009769-R1	YL	36.068216
Morus_009770-R1	ML	0.933714
Morus_009770-R1	YL	3.203583
Morus_009772-R1	ML	0
Morus_009772-R1	YL	0
Morus_009774-R1	ML	0.72016
Morus_009774-R1	YL	42.004869
Morus_009775-R1	ML	0
Morus_009775-R1	YL	2.863214
Morus_009776-R1	ML	5.033509
Morus_009776-R1	YL	10.074179
Morus_009777-R1	ML	0
Morus_009777-R1	YL	0
Morus_009778-R1	ML	63.161691
Morus_009778-R1	YL	101.720272
Morus_009781-R1	ML	434.477642
Morus_009781-R1	YL	346.85504
Morus_009782-R1	ML	45.301583
Morus_009782-R1	YL	0
Morus_009783-R1	ML	72.965982
Morus_009783-R1	YL	69.344951
Morus_009784-R1	ML	10.893151
Morus_009784-R1	YL	2.874963
Morus_009786-R1	ML	6.112777
Morus_009786-R1	YL	17.976858
Morus_009789-R1	ML	0
Morus_009789-R1	YL	0
Morus_009792-R1	ML	65.65371
Morus_009792-R1	YL	94.920269
Morus_009793-R1	ML	25.265875
Morus_009793-R1	YL	21.291661
Morus_009794-R1	ML	0
Morus_009794-R1	YL	0
Morus_009795-R1	ML	11.546984
Morus_009795-R1	YL	3.961782
Morus_009796-R1	ML	3.290027
Morus_009796-R1	YL	15.050821
Morus_009798-R1	ML	52.62974
Morus_009798-R1	YL	13.277439
Morus_009799-R1	ML	1.087085
Morus_009799-R1	YL	4.973066
Morus_009800-R1	ML	4.75449
Morus_009800-R1	YL	9.062613
Morus_009801-R1	ML	12.108134
Morus_009801-R1	YL	10.385783
Morus_009802-R1	ML	27.371844
Morus_009802-R1	YL	5.04909
Morus_009803-R1	ML	1.088741
Morus_009803-R1	YL	1.24516
Morus_009804-R1	ML	1.154698
Morus_009804-R1	YL	10.564752
Morus_009805-R1	ML	74.708407
Morus_009805-R1	YL	21.360442
Morus_009808-R1	ML	2.679506
Morus_009808-R1	YL	27.580241
Morus_009810-R2	ML	0
Morus_009810-R2	YL	0
Morus_009811-R1	ML	0.710495
Morus_009811-R1	YL	25.18974
Morus_009814-R1	ML	47.763127
Morus_009814-R1	YL	33.106217
Morus_009815-R1	ML	40.985273
Morus_009815-R1	YL	45.453216
Morus_009816-R1	ML	0
Morus_009816-R1	YL	2.156854
Morus_009818-R1	ML	0
Morus_009818-R1	YL	0
Morus_009822-R1	ML	7.982073
Morus_009822-R1	YL	0
Morus_009823-R1	ML	1.201274
Morus_009823-R1	YL	10.990893
Morus_009825-R1	ML	48.108733
Morus_009825-R1	YL	89.408341
Morus_009827-R1	ML	0
Morus_009827-R1	YL	0
Morus_009830-R1	ML	14.640258
Morus_009830-R1	YL	15.547652
Morus_009832-R1	ML	0
Morus_009832-R1	YL	1.5409
Morus_009833-R1	ML	7.101928
Morus_009833-R1	YL	1.160323
Morus_009836-R1	ML	0
Morus_009836-R1	YL	0
Morus_009839-R1	ML	0
Morus_009839-R1	YL	0.945026
Morus_009844-R1	ML	20.490542
Morus_009844-R1	YL	35.151629
Morus_009845-R1	ML	0
Morus_009845-R1	YL	0
Morus_009847-R1	ML	2.292729
Morus_009847-R1	YL	26.221257
Morus_009850-R1	ML	0
Morus_009850-R1	YL	0
Morus_009851-R1	ML	0
Morus_009851-R1	YL	2.526886
Morus_009854-R1	ML	5.813669
Morus_009854-R1	YL	10.342763
Morus_009857-R1	ML	0
Morus_009857-R1	YL	0
Morus_009858-R1	ML	0
Morus_009858-R1	YL	0
Morus_009859-R1	ML	0
Morus_009859-R1	YL	0
Morus_009860-R1	ML	0
Morus_009860-R1	YL	0
Morus_009864-R2	ML	328.877962
Morus_009864-R2	YL	156.667065
Morus_009865-R1	ML	0
Morus_009865-R1	YL	0
Morus_009866-R1	ML	0
Morus_009866-R1	YL	0
Morus_009867-R1	ML	0
Morus_009867-R1	YL	3.306159
Morus_009868-R1	ML	2.270876
Morus_009868-R1	YL	35.061299
Morus_009869-R1	ML	0
Morus_009869-R1	YL	0
Morus_009870-R1	ML	0
Morus_009870-R1	YL	0
Morus_009871-R1	ML	9.21844
Morus_009871-R1	YL	13.555098
Morus_009872-R1	ML	33.210247
Morus_009872-R1	YL	53.174191
Morus_009873-R1	ML	0
Morus_009873-R1	YL	0
Morus_009874-R1	ML	4.485931
Morus_009874-R1	YL	5.130425
Morus_009878-R1	ML	3.847959
Morus_009878-R1	YL	6.601193
Morus_009881-R2	ML	0
Morus_009881-R2	YL	0
Morus_009883-R1	ML	0
Morus_009883-R1	YL	0
Morus_009886-R1	ML	0
Morus_009886-R1	YL	6.878943
Morus_009888-R1	ML	188.336059
Morus_009888-R1	YL	182.822491
Morus_009891-R1	ML	3.374154
Morus_009891-R1	YL	9.004144
Morus_009893-R1	ML	56.598509
Morus_009893-R1	YL	88.7726
Morus_009895-R1	ML	16.807436
Morus_009895-R1	YL	10.964468
Morus_009898-R1	ML	42.62056
Morus_009898-R1	YL	36.887245
Morus_009900-R1	ML	90.425238
Morus_009900-R1	YL	64.635398
Morus_009901-R1	ML	109.668537
Morus_009901-R1	YL	39.377498
Morus_009903-R1	ML	0
Morus_009903-R1	YL	0
Morus_009904-R1	ML	20.845187
Morus_009904-R1	YL	16.952901
Morus_009905-R1	ML	3.998648
Morus_009905-R1	YL	4.573134
Morus_009906-R2	ML	159.578737
Morus_009906-R2	YL	262.572321
Morus_009908-R1	ML	3.319311
Morus_009908-R1	YL	7.592393
Morus_009911-R1	ML	0.653046
Morus_009911-R1	YL	0.746869
Morus_009912-R1	ML	7.603812
Morus_009912-R1	YL	8.696252
Morus_009913-R1	ML	1.668047
Morus_009913-R1	YL	9.538479
Morus_009914-R1	ML	0.878081
Morus_009914-R1	YL	1.004235
Morus_009915-R1	ML	17.895801
Morus_009915-R1	YL	15.554838
Morus_009917-R1	ML	0
Morus_009917-R1	YL	3.367447
Morus_009918-R1	ML	0
Morus_009918-R1	YL	0
Morus_009919-R1	ML	0
Morus_009919-R1	YL	0
Morus_009920-R1	ML	0
Morus_009920-R1	YL	0
Morus_009924-R1	ML	0
Morus_009924-R1	YL	0
Morus_009925-R1	ML	0
Morus_009925-R1	YL	1.075589
Morus_009926-R1	ML	72.761706
Morus_009926-R1	YL	40.890319
Morus_009928-R1	ML	3.668563
Morus_009928-R1	YL	23.775211
Morus_009929-R1	ML	12.372647
Morus_009929-R1	YL	21.769579
Morus_009931-R1	ML	128.495876
Morus_009931-R1	YL	83.319307
Morus_009932-R1	ML	50.434986
Morus_009932-R1	YL	34.248084
Morus_009934-R1	ML	143.045156
Morus_009934-R1	YL	150.765368
Morus_009935-R1	ML	4.946424
Morus_009935-R1	YL	0
Morus_009936-R1	ML	5.036465
Morus_009936-R1	YL	3.840036
Morus_009940-R1	ML	1.760488
Morus_009940-R1	YL	0
Morus_009941-R1	ML	23.447512
Morus_009941-R1	YL	33.073335
Morus_009943-R1	ML	0
Morus_009943-R1	YL	2.218311
Morus_009944-R1	ML	15.207624
Morus_009944-R1	YL	46.959761
Morus_009946-R1	ML	0
Morus_009946-R1	YL	12.125306
Morus_009947-R1	ML	54.435236
Morus_009947-R1	YL	71.729681
Morus_009948-R2	ML	66.851908
Morus_009948-R2	YL	104.490585
Morus_009949-R1	ML	62.691703
Morus_009949-R1	YL	223.432922
Morus_009951-R1	ML	99.926643
Morus_009951-R1	YL	69.432381
Morus_009952-R1	ML	270.302003
Morus_009952-R1	YL	97.512796
Morus_009953-R1	ML	0
Morus_009953-R1	YL	4.102623
Morus_009956-R1	ML	0
Morus_009956-R1	YL	55.756547
Morus_009957-R1	ML	0
Morus_009957-R1	YL	0
Morus_009959-R1	ML	0
Morus_009959-R1	YL	0
Morus_009961-R1	ML	931.11373
Morus_009961-R1	YL	272.754774
Morus_009962-R1	ML	9.909994
Morus_009962-R1	YL	24.084247
Morus_009963-R9	ML	0
Morus_009963-R9	YL	0
Morus_009964-R1	ML	82.908078
Morus_009964-R1	YL	148.896226
Morus_009965-R1	ML	0
Morus_009965-R1	YL	0
Morus_009966-R1	ML	0
Morus_009966-R1	YL	0
Morus_009967-R1	ML	53.913199
Morus_009967-R1	YL	13.079163
Morus_009970-R1	ML	246.784537
Morus_009970-R1	YL	505.93502
Morus_009971-R1	ML	95.866306
Morus_009971-R1	YL	161.102829
Morus_009972-R1	ML	47.318495
Morus_009972-R1	YL	65.509745
Morus_009974-R1	ML	804.584311
Morus_009974-R1	YL	319.934642
Morus_009975-R1	ML	18.019117
Morus_009975-R1	YL	56.671793
Morus_009976-R1	ML	0
Morus_009976-R1	YL	0
Morus_009977-R1	ML	299.222564
Morus_009977-R1	YL	184.618927
Morus_009980-R1	ML	139.292289
Morus_009980-R1	YL	214.655958
Morus_009981-R2	ML	63.111105
Morus_009981-R2	YL	108.840267
Morus_009984-R1	ML	51.359879
Morus_009984-R1	YL	40.704927
Morus_009988-R1	ML	80.128929
Morus_009988-R1	YL	65.660346
Morus_009990-R1	ML	129.017746
Morus_009990-R1	YL	79.679016
Morus_009991-R1	ML	0
Morus_009991-R1	YL	0
Morus_009996-R1	ML	114.969995
Morus_009996-R1	YL	88.94759
Morus_009997-R1	ML	0
Morus_009997-R1	YL	9.568786
Morus_009998-R1	ML	113.019227
Morus_009998-R1	YL	273.660684
Morus_010001-R1	ML	1.467676
Morus_010001-R1	YL	3.357075
Morus_010005-R1	ML	95.146399
